article_title,article_slug,pin_variant,pin_id,source_signature,category,required_image_element,rejection_reason,recommended_image_prompt,priority
Small Front Yard Landscaping With a Front Gate,small-front-yard-landscaping-with-a-front-gate,B,small-front-yard-landscaping-with-a-front-gate-b,manual-required:small-front-yard-landscaping-with-a-front-gate-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,needs_more_approved_sources; duplicate_source_used_by:modern-front-yard-horizontal-fence-landscaping; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With a Front Gate"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-a-front-gate-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",763
Small Front Yard Landscaping With a Front Gate,small-front-yard-landscaping-with-a-front-gate,C,small-front-yard-landscaping-with-a-front-gate-c,manual-required:small-front-yard-landscaping-with-a-front-gate-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,needs_more_approved_sources; duplicate_source_used_by:modern-front-yard-horizontal-fence-landscaping; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With a Front Gate"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-a-front-gate-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",764
Small Front Yard Landscaping With a Shared Driveway,small-front-yard-landscaping-with-a-shared-driveway,A,small-front-yard-landscaping-with-a-shared-driveway-a,manual-required:small-front-yard-landscaping-with-a-shared-driveway-a,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With a Shared Driveway"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from curb height, showing the full front yard layout and USA home exterior while keeping the title-specific landscaping element obvious. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-a-shared-driveway-a only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",765
Small Front Yard Landscaping With a Shared Driveway,small-front-yard-landscaping-with-a-shared-driveway,B,small-front-yard-landscaping-with-a-shared-driveway-b,manual-required:small-front-yard-landscaping-with-a-shared-driveway-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With a Shared Driveway"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-a-shared-driveway-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",766
Small Front Yard Landscaping With a Shared Driveway,small-front-yard-landscaping-with-a-shared-driveway,C,small-front-yard-landscaping-with-a-shared-driveway-c,manual-required:small-front-yard-landscaping-with-a-shared-driveway-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With a Shared Driveway"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-a-shared-driveway-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",767
Small Front Yard Landscaping With Porch Steps,small-front-yard-landscaping-with-porch-steps,C,small-front-yard-landscaping-with-porch-steps-c,manual-required:small-front-yard-landscaping-with-porch-steps-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,needs_more_approved_sources; duplicate_source_used_by:curb-appeal-landscaping-with-front-step-planters; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:modern-front-yard-ideas-with-floating-steps; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Landscaping With Porch Steps"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-landscaping-with-porch-steps-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",768
Small Front Yard Raised Bed Landscaping Ideas,small-front-yard-raised-bed-landscaping-ideas,A,small-front-yard-raised-bed-landscaping-ideas-a,manual-required:small-front-yard-raised-bed-landscaping-ideas-a,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Raised Bed Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from curb height, showing the full front yard layout and USA home exterior while keeping the title-specific landscaping element obvious. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-raised-bed-landscaping-ideas-a only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",769
Small Front Yard Raised Bed Landscaping Ideas,small-front-yard-raised-bed-landscaping-ideas,B,small-front-yard-raised-bed-landscaping-ideas-b,manual-required:small-front-yard-raised-bed-landscaping-ideas-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Raised Bed Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-raised-bed-landscaping-ideas-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",770
Small Front Yard Raised Bed Landscaping Ideas,small-front-yard-raised-bed-landscaping-ideas,C,small-front-yard-raised-bed-landscaping-ideas-c,manual-required:small-front-yard-raised-bed-landscaping-ideas-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Raised Bed Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-raised-bed-landscaping-ideas-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",771
Small Front Yard Sidewalk Landscaping Ideas,small-front-yard-sidewalk-landscaping-ideas,A,small-front-yard-sidewalk-landscaping-ideas-a,manual-required:small-front-yard-sidewalk-landscaping-ideas-a,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:small-front-yard-ideas-for-city-houses; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:modern-front-yard-ornamental-grass-ideas; duplicate_source_used_by:narrow-front-yard-landscaping-ideas; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; duplicate_source_used_by:front-yard-flower-bed-ideas-for-brick-walkways; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Sidewalk Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from curb height, showing the full front yard layout and USA home exterior while keeping the title-specific landscaping element obvious. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-sidewalk-landscaping-ideas-a only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",772
Small Front Yard Sidewalk Landscaping Ideas,small-front-yard-sidewalk-landscaping-ideas,B,small-front-yard-sidewalk-landscaping-ideas-b,manual-required:small-front-yard-sidewalk-landscaping-ideas-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:small-front-yard-ideas-for-city-houses; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:modern-front-yard-ornamental-grass-ideas; duplicate_source_used_by:narrow-front-yard-landscaping-ideas; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; duplicate_source_used_by:front-yard-flower-bed-ideas-for-brick-walkways; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Sidewalk Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-sidewalk-landscaping-ideas-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",773
Small Front Yard Sidewalk Landscaping Ideas,small-front-yard-sidewalk-landscaping-ideas,C,small-front-yard-sidewalk-landscaping-ideas-c,manual-required:small-front-yard-sidewalk-landscaping-ideas-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:small-front-yard-ideas-for-city-houses; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:modern-front-yard-ornamental-grass-ideas; duplicate_source_used_by:narrow-front-yard-landscaping-ideas; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; duplicate_source_used_by:front-yard-flower-bed-ideas-for-brick-walkways; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Sidewalk Landscaping Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-sidewalk-landscaping-ideas-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",774
Small Front Yard Walkway and Porch Ideas,small-front-yard-walkway-and-porch-ideas,B,small-front-yard-walkway-and-porch-ideas-b,manual-required:small-front-yard-walkway-and-porch-ideas-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,needs_more_approved_sources; duplicate_source_used_by:front-yard-minimalist-landscaping-ideas; duplicate_source_used_by:small-front-yard-ideas-for-city-houses; duplicate_source_used_by:small-front-yard-landscaping-with-porch-steps; duplicate_source_used_by:curb-appeal-landscaping-with-front-step-planters; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:narrow-front-yard-landscaping-ideas; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Walkway and Porch Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-walkway-and-porch-ideas-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",775
Small Front Yard Walkway and Porch Ideas,small-front-yard-walkway-and-porch-ideas,C,small-front-yard-walkway-and-porch-ideas-c,manual-required:small-front-yard-walkway-and-porch-ideas-c,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,needs_more_approved_sources; duplicate_source_used_by:front-yard-minimalist-landscaping-ideas; duplicate_source_used_by:small-front-yard-ideas-for-city-houses; duplicate_source_used_by:small-front-yard-landscaping-with-porch-steps; duplicate_source_used_by:curb-appeal-landscaping-with-front-step-planters; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:narrow-front-yard-landscaping-ideas; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Walkway and Porch Ideas"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry composition from the walkway or driveway edge, with strong depth, a different angle from the hero view, and the title-specific landscaping element clearly leading the eye. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-walkway-and-porch-ideas-c only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",776
Small Front Yard Ideas Without Grass,small-front-yard-without-grass-ideas,A,small-front-yard-without-grass-ideas-a,manual-required:small-front-yard-without-grass-ideas-a,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; duplicate_source_used_by:front-yard-flower-bed-ideas-for-brick-walkways; people_pattern; quality_score_below_threshold; weak_front_yard_context,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Ideas Without Grass"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from curb height, showing the full front yard layout and USA home exterior while keeping the title-specific landscaping element obvious. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-without-grass-ideas-a only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",777
Small Front Yard Ideas Without Grass,small-front-yard-without-grass-ideas,B,small-front-yard-without-grass-ideas-b,manual-required:small-front-yard-without-grass-ideas-b,Small Front Yard Landscaping Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-blue-houses; duplicate_source_used_by:front-yard-flower-bed-ideas-for-brick-walkways; people_pattern; quality_score_below_threshold; weak_front_yard_context,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Small Front Yard Ideas Without Grass"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close professional landscaping detail focused tightly on the title-specific element, with enough USA home exterior context softly visible behind it. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. This must be a unique source image for small-front-yard-without-grass-ideas-b only; do not reuse an existing source image or a source image assigned to any other Pin. No people, no vehicles, no cars, no trucks, no interior, no text, no logo, no watermark, no stock-photo preview marks, no signage, no Unsplash+ or premium stock source, no fantasy style, no CGI, no illustration.",778
