image_id,article_slug,category,pin_variant,pin_type,pin_id,source_signature,article_title,required_visual_element,exact_prompt,priority
manual-b05-110-front-yard-native-flower-bed-ideas-a,front-yard-native-flower-bed-ideas,Front Yard Flower Bed Ideas,A,A,front-yard-native-flower-bed-ideas-a,manual-batch-05:front-yard-native-flower-bed-ideas-a,Front Yard Native Flower Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Native Flower Bed Ideas"". Article slug: front-yard-native-flower-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-native-flower-bed-ideas-a only, with source_signature manual-batch-05:front-yard-native-flower-bed-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",110
manual-b05-111-front-yard-pea-gravel-landscaping-ideas-a,front-yard-pea-gravel-landscaping-ideas,Front Yard Landscaping With Rocks,A,A,front-yard-pea-gravel-landscaping-ideas-a,manual-batch-05:front-yard-pea-gravel-landscaping-ideas-a,Front Yard Pea Gravel Landscaping Ideas,a clearly visible gravel path through the front yard,"Create one realistic professional photography image for the exact article title: ""Front Yard Pea Gravel Landscaping Ideas"". Article slug: front-yard-pea-gravel-landscaping-ideas. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: a clearly visible gravel path through the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-pea-gravel-landscaping-ideas-a only, with source_signature manual-batch-05:front-yard-pea-gravel-landscaping-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",111
manual-b05-112-front-yard-peony-bed-ideas-a,front-yard-peony-bed-ideas,Front Yard Flower Bed Ideas,A,A,front-yard-peony-bed-ideas-a,manual-batch-05:front-yard-peony-bed-ideas-a,Front Yard Peony Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Peony Bed Ideas"". Article slug: front-yard-peony-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-peony-bed-ideas-a only, with source_signature manual-batch-05:front-yard-peony-bed-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",112
manual-b05-113-front-yard-perennial-flower-bed-ideas-a,front-yard-perennial-flower-bed-ideas,Front Yard Flower Bed Ideas,A,A,front-yard-perennial-flower-bed-ideas-a,manual-batch-05:front-yard-perennial-flower-bed-ideas-a,Front Yard Perennial Flower Bed Ideas,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Perennial Flower Bed Ideas"". Article slug: front-yard-perennial-flower-bed-ideas. Category: Front Yard Flower Bed Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-perennial-flower-bed-ideas-a only, with source_signature manual-batch-05:front-yard-perennial-flower-bed-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",113
manual-b05-114-front-yard-pollinator-garden-ideas-a,front-yard-pollinator-garden-ideas,Front Yard Flower Bed Ideas,A,A,front-yard-pollinator-garden-ideas-a,manual-batch-05:front-yard-pollinator-garden-ideas-a,Front Yard Pollinator Garden Ideas That Look Polished,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Pollinator Garden Ideas That Look Polished"". Article slug: front-yard-pollinator-garden-ideas. Category: Front Yard Flower Bed Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-pollinator-garden-ideas-a only, with source_signature manual-batch-05:front-yard-pollinator-garden-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",114
manual-b05-115-front-yard-porch-curb-appeal-ideas-a,front-yard-porch-curb-appeal-ideas,Curb Appeal Landscaping Ideas,A,A,front-yard-porch-curb-appeal-ideas-a,manual-batch-05:front-yard-porch-curb-appeal-ideas-a,Front Yard Porch Curb Appeal Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Porch Curb Appeal Ideas"". Article slug: front-yard-porch-curb-appeal-ideas. Category: Curb Appeal Landscaping Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-porch-curb-appeal-ideas-a only, with source_signature manual-batch-05:front-yard-porch-curb-appeal-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",115
manual-b05-116-front-yard-privacy-landscaping-ideas-that-still-feel-open-a,front-yard-privacy-landscaping-ideas-that-still-feel-open,Curb Appeal Landscaping Ideas,A,A,front-yard-privacy-landscaping-ideas-that-still-feel-open-a,manual-batch-05:front-yard-privacy-landscaping-ideas-that-still-feel-open-a,Front Yard Privacy Landscaping Ideas That Still Feel Open,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Privacy Landscaping Ideas That Still Feel Open"". Article slug: front-yard-privacy-landscaping-ideas-that-still-feel-open. Category: Curb Appeal Landscaping Ideas. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-privacy-landscaping-ideas-that-still-feel-open-a only, with source_signature manual-batch-05:front-yard-privacy-landscaping-ideas-that-still-feel-open-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",116
manual-b05-117-front-yard-river-rock-landscaping-ideas-a,front-yard-river-rock-landscaping-ideas,Front Yard Landscaping With Rocks,A,A,front-yard-river-rock-landscaping-ideas-a,manual-batch-05:front-yard-river-rock-landscaping-ideas-a,Front Yard River Rock Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard River Rock Landscaping Ideas"". Article slug: front-yard-river-rock-landscaping-ideas. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-river-rock-landscaping-ideas-a only, with source_signature manual-batch-05:front-yard-river-rock-landscaping-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",117
manual-b05-118-front-yard-rock-and-mulch-landscaping-a,front-yard-rock-and-mulch-landscaping,Front Yard Landscaping With Rocks,A,A,front-yard-rock-and-mulch-landscaping-a,manual-batch-05:front-yard-rock-and-mulch-landscaping-a,Front Yard Rock and Mulch Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock and Mulch Landscaping Ideas"". Article slug: front-yard-rock-and-mulch-landscaping. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-and-mulch-landscaping-a only, with source_signature manual-batch-05:front-yard-rock-and-mulch-landscaping-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",118
manual-b05-119-front-yard-rock-border-ideas-a,front-yard-rock-border-ideas,Front Yard Landscaping With Rocks,A,A,front-yard-rock-border-ideas-a,manual-batch-05:front-yard-rock-border-ideas-a,Front Yard Rock Border Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Border Ideas"". Article slug: front-yard-rock-border-ideas. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-border-ideas-a only, with source_signature manual-batch-05:front-yard-rock-border-ideas-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",119
manual-b05-120-front-yard-rock-landscaping-around-trees-a,front-yard-rock-landscaping-around-trees,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-around-trees-a,manual-batch-05:front-yard-rock-landscaping-around-trees-a,Front Yard Rock Landscaping Around Trees,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping Around Trees"". Article slug: front-yard-rock-landscaping-around-trees. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-around-trees-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-around-trees-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",120
manual-b05-121-front-yard-rock-landscaping-for-brick-houses-a,front-yard-rock-landscaping-for-brick-houses,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-for-brick-houses-a,manual-batch-05:front-yard-rock-landscaping-for-brick-houses-a,Front Yard Rock Landscaping for Brick Houses,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Brick Houses"". Article slug: front-yard-rock-landscaping-for-brick-houses. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-brick-houses-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-brick-houses-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",121
manual-b05-122-front-yard-rock-landscaping-for-corner-lots-a,front-yard-rock-landscaping-for-corner-lots,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-for-corner-lots-a,manual-batch-05:front-yard-rock-landscaping-for-corner-lots-a,Front Yard Rock Landscaping for Corner Lots,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Corner Lots"". Article slug: front-yard-rock-landscaping-for-corner-lots. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-corner-lots-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-corner-lots-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",122
manual-b05-123-front-yard-rock-landscaping-for-modern-farmhouses-a,front-yard-rock-landscaping-for-modern-farmhouses,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-for-modern-farmhouses-a,manual-batch-05:front-yard-rock-landscaping-for-modern-farmhouses-a,Front Yard Rock Landscaping for Modern Farmhouses,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Modern Farmhouses"". Article slug: front-yard-rock-landscaping-for-modern-farmhouses. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-modern-farmhouses-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-modern-farmhouses-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",123
manual-b05-124-front-yard-rock-landscaping-for-white-houses-a,front-yard-rock-landscaping-for-white-houses,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-for-white-houses-a,manual-batch-05:front-yard-rock-landscaping-for-white-houses-a,Front Yard Rock Landscaping for White Houses,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for White Houses"". Article slug: front-yard-rock-landscaping-for-white-houses. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-white-houses-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-white-houses-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",124
manual-b05-125-front-yard-rock-landscaping-with-agave-a,front-yard-rock-landscaping-with-agave,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-with-agave-a,manual-batch-05:front-yard-rock-landscaping-with-agave-a,Front Yard Rock Landscaping With Agave,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping With Agave"". Article slug: front-yard-rock-landscaping-with-agave. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-with-agave-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-with-agave-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",125
manual-b05-126-front-yard-rock-landscaping-with-cactus-accents-a,front-yard-rock-landscaping-with-cactus-accents,Front Yard Landscaping With Rocks,A,A,front-yard-rock-landscaping-with-cactus-accents-a,manual-batch-05:front-yard-rock-landscaping-with-cactus-accents-a,Front Yard Rock Landscaping With Cactus Accents,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping With Cactus Accents"". Article slug: front-yard-rock-landscaping-with-cactus-accents. Category: Front Yard Landscaping With Rocks. Pin type A. Pin variant A: wide curb-height establishing view with the full USA suburban front yard layout, visible house exterior, entry approach, and title-specific landscaping element clearly readable. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-with-cactus-accents-a only, with source_signature manual-batch-05:front-yard-rock-landscaping-with-cactus-accents-a; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",126
